"Sale Price"
0,72060,LCD,LG,abc-model-1,11,1100,2200
2,15574,OLED,Sony,abc-model-3,1300,1300,
3,68848,LCD,Toshiba,abc-model-4,1400,1400,
7,77870.7,OLED,Sony,abc-model-8,1245.6,1800,
8,83156.6,LCD,Toshiba,abc-model-9,1385.2,1900,
9,88442.5,OLED,LG,abc-model-10,1524.8,2000,4000
10,93728.4,LCD,LG,abc-model-11,1664.4,2100
11,99014.3,LED,samsung,abc-model-12,1804,2200,
12,104300.2,OLED,Sony,abc-model-13,1943.6,2300,
13,109586.1,LCD,Toshiba,abc-model-14,2083.2,2400,4800
14,114872,OLED,LG,abc-model-15,2222.8,2500,
15,120157.9,LCD,LG,abc-model-16,2362.4,2600,
16,125443.8,LED,samsung,abc-model-17,2502,2700,
17,130729.7,OLED,Sony,abc-model-18,2641.6,2800,
18,136015.6,LCD,Toshiba,abc-model-19,2781.2,2900,
19,141301.5,OLED,LG,abc-model-20,2920.8,3000,6000
20,146587.4,LCD,LG,abc-model-21,3060.4,3100,
21,151873.3,LED,samsung,abc-model-22,3200,3200,
22,157159.2,OLED,Sony,abc-model-23,3339.6,3300,
23,162445.1,LCD,Toshiba,abc-model-24,3479.2,3400,
24,167731,OLED,LG,abc-model-25,3618.8,3500,
25,173016.9,LCD,LG,abc-model-26,3758.4,3600,
26,178302.8,LED,samsung,abc-model-27,3898,3700,
27,183588.7,OLED,Sony,abc-model-28,4037.6,3800,
28,188874.6,LCD,Toshiba,abc-model-29,4177.2,3900,
29,194160.5,OLED,LG,abc-model-30,4316.8,4000,
30,199446.4,LCD,LG,abc-model-31,4456.4,4100,
31,204732.3,LED,samsung,abc-model-32,4596,4200,
32,210018.2,OLED,Sony,abc-model-33,4735.6,4300,
33,215304.1,LCD,Toshiba,abc-model-34,4875.2,4400,
34,220590,OLED,LG,abc-model-35,5014.8,4500,
35,225875.9,LCD,LG,abc-model-36,5154.4,4600,
36,231161.8,LED,samsung,abc-model-37,5294,4700,
37,236447.7,OLED,Sony,abc-model-38,5433.6,4800,
38,241733.6,LCD,Toshiba,abc-model-39,5573.2,4900,
39,247019.5,OLED,LG,abc-model-40,5712.8,5000,10000
40,252305.4,LCD,LG,abc-model-41,5852.4,5100,
41,257591.3,LED,samsung,abc-model-42,5992,5200,
42,262877.2,OLED,Sony,abc-model-43,6131.6,5300,
43,268163.1,LCD,Toshiba,abc-model-44,6271.2,5400,
44,273449,OLED,LG,abc-model-45,6410.8,5500,
45,278734.9,LCD,LG,abc-model-46,6550.4,5600,
46,284020.8,LED,samsung,abc-model-47,6690,5700,
47,289306.7,OLED,Sony,abc-model-48,6829.6,5800,
48,294592.6,LCD,Toshiba,abc-model-49,6969.2,5900,
49,299878.5,OLED,LG,abc-model-50,7108.8,6000,12000
50,305164.4,LCD,LG,abc-model-51,7248.4,6100,
51,310450.3,LED,samsung,abc-model-52,7388,6200,
52,315736.2,OLED,Sony,abc-model-53,7527.6,6300,
53,321022.1,LCD,Toshiba,abc-model-54,7667.2,6400,
54,326308,OLED,LG,abc-model-55,7806.8,6500,
55,331593.9,LCD,LG,abc-model-56,7946.4,6600,
56,336879.8,LED,samsung,abc-model-57,8086,6700,
57,342165.7,OLED,Sony,abc-model-58,8225.6,6800,
58,347451.6,LCD,Toshiba,abc-model-59,8365.2,6900,
59,352737.5,OLED,LG,abc-model-60,8504.8,7000,
60,358023.4,LCD,LG,abc-model-61,8644.4,7100,
61,363309.3,LED,samsung,abc-model-62,8784,7200,
62,368595.2,OLED,Sony,abc-model-63,8923.6,7300,
63,373881.1,LCD,Toshiba,abc-model-64,9063.2,7400,
64,379167,OLED,LG,abc-model-65,9202.8,7500,
65,384452.9,LCD,LG,abc-model-66,9342.4,7600,
66,389738.8,LED,samsung,abc-model-67,9482,7700,15000
67,395024.7,OLED,Sony,abc-model-68,9621.6,7800,
68,400310.6,LCD,Toshiba,abc-model-69,9761.2,7900,
69,405596.5,OLED,LG,abc-model-70,9900.8,8000,
70,410882.4,LCD,LG,abc-model-71,10040.4,8100,
71,416168.3,LED,samsung,abc-model-72,10180,8200,
72,421454.2,OLED,Sony,abc-model-73,10319.6,8300,
73,426740.1,LCD,Toshiba,abc-model-74,10459.2,8400,
74,432026,OLED,LG,abc-model-75,10598.8,8500,
75,437311.9,LCD,LG,abc-model-76,10738.4,8600,
76,442597.8,LED,samsung,abc-model-77,10878,8700,
77,447883.7,OLED,Sony,abc-model-78,11017.6,8800,
78,453169.6,LCD,Toshiba,abc-model-79,11157.2,8900,
79,458455.5,OLED,LG,abc-model-80,11296.8,9000,
80,463741.4,LCD,LG,abc-model-81,11436.4,9100,
81,469027.3,LED,samsung,abc-model-82,11576,9200,
82,474313.2,OLED,Sony,abc-model-83,11715.6,9300,
83,479599.1,LCD,Toshiba,abc-model-84,11855.2,9400,
84,484885,OLED,LG,abc-model-85,11994.8,9500,
85,490170.9,LCD,LG,abc-model-86,12134.4,9600,
86,495456.8,LED,samsung,abc-model-87,12274,9700,
87,500742.7,OLED,Sony,abc-model-88,12413.6,9800,
88,506028.6,LCD,Toshiba,abc-model-89,12553.2,9900,
89,511314.5,OLED,LG,abc-model-90,12692.8,10000,11100
90,516600.4,LCD,LG,abc-model-91,12832.4,10100,
91,521886.3,LED,samsung,abc-model-92,12972,10200,
92,527172.2,OLED,Sony,abc-model-93,13111.6,10300,
93,532458.1,LCD,Toshiba,abc-model-94,13251.2,10400,
94,537744,OLED,LG,abc-model-95,13390.8,10500,
95,543029.9,LCD,LG,abc-model-96,13530.4,10600,
96,548315.8,LED,samsung,abc-model-97,13670,10700,
97,553601.7,OLED,Sony,abc-model-98,13809.6,10800,
98,558887.6,LCD,Toshiba,abc-model-99,13949.2,10900,
99,564173.5,OLED,LG,abc-model-100,14088.8,11000,110000
99,54736,LCD,LG,LCCCCCC,112312312,123123123123
100,62793,LED,Toshiba,LCCCCCC,112312312,11.34
99,45337,LED,LG,WakenBake,123,111.33
100,57931,LED,LG,ibo,31,31.99
101,38088,LED,Toshiba,312,4,21.99
102,71286,LCD,LG,G23AHMET,39,1299
103,38713,LED,LG,3131,3333,221
